Codigo,Titulo_EN,Titulo_ES,Pasos_EN,Pasos_ES,Documento_PDF,Pagina
F7,High frequency,Alta frecuencia,Check that the nominal frequency and nominal voltage match the inverter frame and country regulations. Check that the configuration of group G5 Protections is in accordance with the default country standard.,Verifique que la frecuencia nominal y el voltaje nominal coincidan con el marco del inversor y las regulaciones del pais. Verifique que la configuracion del grupo G5 Protecciones este de acuerdo con el estandar predeterminado del pais.,manual_hem3.pdf,239
F8,Low frequency,Baja frecuencia,Check that the nominal frequency and nominal voltage match the inverter frame and country regulations. Check that the configuration of group G5 Protections is in accordance with the default country standard.,Verifique que la frecuencia nominal y el voltaje nominal coincidan con el marco del inversor y las regulaciones del pais. Verifique que la configuracion del grupo G5 Protecciones este de acuerdo con el estandar predeterminado del pais.,manual_hem3.pdf,239
F14,Drive-Select DSP,Drive-Select DSP,Check that the software versions of each device correspond to those of the software package installed in PowerCommV. Check in PowerCommsV that the parameters configured in Drive Select are within the set range.,Verifique que las versiones de software de cada dispositivo correspondan a las del paquete de software instalado en PowerCommV. Verifique en PowerCommsV que los parametros configurados en Drive Select esten dentro del rango establecido.,manual_hem3.pdf,246
F44,Drive-Select MCU,Drive-Select MCU,Check that the software versions of each device correspond to those of the software package installed in PowerCommV. Check in PowerCommsV that the parameters configured in Drive Select are within the set range.,Verifique que las versiones de software de cada dispositivo correspondan a las del paquete de software instalado en PowerCommV. Verifique en PowerCommsV que los parametros configurados en Drive Select esten dentro del rango establecido.,manual_hem3.pdf,246
F66,Module VDC Unbalance,Desbalance VDC Modulo,Check the configuration of the unbalance protection. Make sure via PowercommsV that the Vdc is sufficient for the mains conditions. Measure the module voltage with multimeter 1500V between positive and negative Vbus.,Revise la configuracion de la proteccion de desequilibrio. Asegurese mediante PowercommsV que el Vdc sea suficiente para las condiciones de la red. Mida el voltaje del modulo con un multimetro de 1500V entre Vbus positivo y Vbus negativo.,manual_hem3.pdf,247
F69,Overvoltage DC+,Sobrevoltaje DC+,Verify that the inverter fault corresponds to F69 or F70. Check the configuration of the DC half bus overvoltage protection. Check the configuration of the unbalance protection in the semi-buses.,Verifique que la falla del inversor corresponda a F69 o F70. Revise la configuracion de la proteccion contra sobrevoltaje del medio bus DC. Revise la configuracion de la proteccion de desequilibrio en los semibuses.,manual_hem3.pdf,253
F70,Overvoltage DC-,Sobrevoltaje DC-,Verify that the inverter fault corresponds to F69 or F70. Check the configuration of the DC half bus overvoltage protection. Check the configuration of the unbalance protection in the semi-buses.,Verifique que la falla del inversor corresponda a F69 o F70. Revise la configuracion de la proteccion contra sobrevoltaje del medio bus DC. Revise la configuracion de la proteccion de desequilibrio en los semibuses.,manual_hem3.pdf,253
F85,Timeout soft charge,Tiempo agotado carga suave,Analyse the SD logs to check the Vdc voltage of each module. Check the soft charge circuit of the modules. Verify if there is any external load interfering with the soft charge.,Analice los registros SD para verificar el voltaje Vdc de cada modulo. Revise el circuito de carga suave de los modulos. Verifique si hay alguna carga externa interfiriendo con la carga suave.,manual_hem3.pdf,258
F106,Mod. Vdc unbalanced,Desbalance Vdc Modulo,Critical bus unbalance. Check the configuration of the bus balancing algorithm control parameters. Check the working point with high reactive power. Dismantle the power stage and check the capacity of the half buses.,Desbalance critico del bus. Revise la configuracion de los parametros de control del algoritmo de balanceo del bus. Verifique el punto de trabajo con alta potencia reactiva. Desmonte la etapa de potencia y revise la capacidad de los semibuses.,manual_hem3.pdf,266
F108,Mod. High Vdc,Alto Vdc Modulo,Critical overvoltage of a semibus. Check the configuration of the bus balancing algorithm control parameters. Dismantle the power stage and check the capacity of the half-buses.,Sobrevoltaje critico de un semibus. Revise la configuracion de los parametros de control del algoritmo de balanceo del bus. Desmonte la etapa de potencia y revise la capacidad de los semibuses.,manual_hem3.pdf,272
F109,Mod. Low Vdc,Bajo Vdc Modulo,The module has detected a very low DC voltage or the voltage has remained between low thresholds for 500us. Check the configuration of the module DC undervoltage fault. Check with a 1500V multimeter for a short circuit.,El modulo ha detectado un voltaje DC muy bajo o el voltaje se ha mantenido entre umbrales bajos durante 500us. Revise la configuracion de la falla de bajo voltaje DC del modulo. Verifique con un multimetro de 1500V si hay un cortocircuito.,manual_hem3.pdf,278
F114,Measure Ir,Medida Ir,The module FPGA has read an unexpected current in one of its Hall sensors. Disassemble the power stage and check with 1500V multimeter the IGBTs. Check that all RJ45 connectors are properly connected.,El FPGA del modulo ha leido una corriente inesperada en uno de sus sensores Hall. Desmonte la etapa de potencia y verifique con un multimetro de 1500V los IGBTs. Compruebe que todos los conectores RJ45 esten bien conectados.,manual_hem3.pdf,285
F115,Measure Is,Medida Is,The module FPGA has read an unexpected current in one of its Hall sensors. Disassemble the power stage and check with 1500V multimeter the IGBTs. Check that all RJ45 connectors are properly connected.,El FPGA del modulo ha leido una corriente inesperada en uno de sus sensores Hall. Desmonte la etapa de potencia y verifique con un multimetro de 1500V los IGBTs. Compruebe que todos los conectores RJ45 esten bien conectados.,manual_hem3.pdf,285
F116,Measure It,Medida It,The module FPGA has read an unexpected current in one of its Hall sensors. Disassemble the power stage and check with 1500V multimeter the IGBTs. Check that all RJ45 connectors are properly connected.,El FPGA del modulo ha leido una corriente inesperada en uno de sus sensores Hall. Desmonte la etapa de potencia y verifique con un multimetro de 1500V los IGBTs. Compruebe que todos los conectores RJ45 esten bien conectados.,manual_hem3.pdf,285
F152,DGPT2 Temp failure,Falla Temp DGPT2,The oil temperature of the MV transformer has exceeded 100C. Check the status of the digital input of the MV transformer overtemperature fault via PowerCommsV. Check that there are no elements obstructing the ventilation.,La temperatura del aceite del transformador de MT ha superado los 100C. Revise el estado de la entrada digital de la falla de sobretemperatura del transformador MT a traves de PowerCommsV. Verifique que no haya elementos obstruyendo la ventilacion.,manual_hem3.pdf,291
F153,DGPT2 Pressure failure,Falla Presion DGPT2,The MV Skid protection cell has reported a high oil pressure fault. Check the status of the digital input of the MV transformer oil pressure failure via PowerCommsV. Check that there are no elements obstructing the ventilation.,La celda de proteccion del MV Skid ha reportado una falla de alta presion de aceite. Revise el estado de la entrada digital de la falla de presion de aceite del transformador MT a traves de PowerCommsV. Verifique que no haya elementos obstruyendo la ventilacion.,manual_hem3.pdf,298
F155,DGPT2 oil or gas level,Nivel aceite o gas DGPT2,The MV Skid protection cell has reported a low oil or gas level fault. Check the status of the digital input of the MV transformer oil pressure failure via PowerCommsV. Check that there are no elements obstructing the ventilation.,La celda de proteccion del MV Skid ha reportado una falla de bajo nivel de aceite o gas. Revise el estado de la entrada digital de la falla de presion de aceite del transformador MT a traves de PowerCommsV. Verifique que no haya elementos obstruyendo la ventilacion.,manual_hem3.pdf,304
F165,Improper Modulation,Modulacion Incorrecta,The inverter has been working longer than allowed with undue modulation. Check whether the value of the Modulation type parameter is set to Double. Analyse the SD logs to see if the inverter has been in an HVRT event.,El inversor ha estado trabajando mas tiempo del permitido con una modulacion indebida. Verifique si el valor del parametro de tipo de Modulacion esta en Doble. Analice los registros SD para ver si el inversor ha estado en un evento HVRT.,manual_hem3.pdf,309
F170,Thermal L Feedback,Retroalimentacion Termica L,If the inductance core of a module overheats this module will trigger this fault and all modules will stop. Check if the fault has been caused by the activation of one of the thermal sensors. Check that the temperature of the inductances is less than 150C.,Si el nucleo de inductancia de un modulo se sobrecalienta este modulo activara esta falla y todos los modulos se detendran. Verifique si la falla fue causada por la activacion de un sensor termico. Compruebe que la temperatura de las inductancias sea menor a 150C.,manual_hem3.pdf,310
F197,HW Overvoltage,Sobrevoltaje HW,An overvoltage has been reached on the AC low side higher than the hardware overvoltage limit of the inverter. Check the voltage reached at the time of the fault. Ensure the nominal voltage entered coincides with the operating voltage.,Se ha alcanzado un sobrevoltaje en el lado de baja de AC superior al limite de sobrevoltaje de hardware del inversor. Verifique el voltaje alcanzado en el momento de la falla. Asegurese de que el voltaje nominal ingresado coincida con el voltaje de operacion.,manual_hem3.pdf,314
F198,HW Undervoltage,Bajo voltaje HW,An undervoltage has been reached on the AC low side lower than the hardware undervoltage limit of the inverter. Check the voltage reached at the time of the fault. Ensure the nominal voltage entered coincides with the operating voltage.,Se ha alcanzado un bajo voltaje en el lado de baja de AC inferior al limite de bajo voltaje de hardware del inversor. Verifique el voltaje alcanzado en el momento de la falla. Asegurese de que el voltaje nominal ingresado coincida con el voltaje de operacion.,manual_hem3.pdf,316
F208,MV cri overtemperature,Sobretemperatura cri MT,The critical temperature threshold of the MV transformer has been exceeded. Check in the inverter SD card if the temperature increase is real or if it was a noise problem. Check that the air inlet is not obstructed.,Se ha excedido el umbral de temperatura critica del transformador MT. Verifique en la tarjeta SD del inversor si el aumento de temperatura es real o si fue un problema de ruido. Revise que la entrada de aire no este obstruida.,manual_hem3.pdf,323
F217,Critical Temp LC filter,Temperatura Critica Filtro LC,The critical temperature of the filter LC is over the configured limit during a configurated time. Download via PowercommsV remotely all the data from the inverter and check at the moment of fault if the temperature was in the correct value.,La temperatura critica del filtro LC esta por encima del limite configurado durante un tiempo configurado. Descargue via PowercommsV remotamente todos los datos del inversor y verifique en el momento de la falla si la temperatura estaba en el valor correcto.,manual_hem3.pdf,327
F220,PT100 induc no connected,PT100 Inductancia no conectada,One or more of the PT100 of the inductance is not connected to one of its terminals. Check in PowerCommsV the temperature measurements of each PT100 to know which one is triggering the fault.,Una o mas de las PT100 de la inductancia no esta conectada a uno de sus terminales. Revise en PowerCommsV las mediciones de temperatura de cada PT100 para saber cual esta activando la falla.,manual_hem3.pdf,329
F221,PT100 traf not connected,PT100 Transformador no conectada,One or more of the PT100 of the transformer is not connected in one of its terminals. Check in PowerCommsV the temperature measurements of each PT100 to know which one is triggering the fault.,Una o varias de las PT100 del transformador no esta conectada en alguno de sus terminales. Revise en PowerCommsV las mediciones de temperatura de cada PT100 para saber cual esta activando la falla.,manual_hem3.pdf,337
F222,NTC adm temp not connect,NTC Temp Admision no conectada,Admission temperature NTC resistor is not connected. Check in PowerCommsV the value of the admission temperature measurement. Check the resistance between the NTC and the central control board.,La resistencia NTC de temperatura de admision no esta conectada. Verifique en PowerCommsV el valor de la medicion de temperatura de admision. Verifique la resistencia entre el NTC y la tarjeta de control central.,manual_hem3.pdf,348
F223,NTC LC filter not connec,NTC Filtro LC no conectado,NTC LC filter is not connected. Check in PowerCommsV the value of the LC filter temperature measurement. Check the resistance between the NTC and the central control board.,El NTC del filtro LC no esta conectado. Verifique en PowerCommsV el valor de la medicion de temperatura del filtro LC. Verifique la resistencia entre el NTC y la tarjeta de control central.,manual_hem3.pdf,350
F90,TA IGBTS HF,TA IGBTS HF,The temperature measurement of an IGBT has exceeded the maximum threshold defined by hardware. Check the fan settings for PowerCommsV. Check that all fans are rotating at the configured setpoint.,La medicion de temperatura de un IGBT ha superado el umbral maximo definido por hardware. Revise la configuracion de ventiladores en PowerCommsV. Compruebe que todos los ventiladores giran a la consigna configurada.,manual_hem3.pdf,352
F224,Ind overtemperature,Sobretemperatura inductancia,The temperature of any of the module inductances is higher than configured. Review via PowercommsV on SD card if the temperature increase is real or if it was a noise problem.,La temperatura de alguna de las inductancias de modulo es superior a la configurada. Revise via PowercommsV en la tarjeta SD si el aumento de temperatura es real o si fue un problema de ruido.,manual_hem3.pdf,356
F225,Ind cri overtemperature,Sobretemperatura cri inductancia,The temperature of any of the module inductances is higher than configured. Review via PowercommsV on SD card if the temperature increase is real or if it was a noise problem.,La temperatura de alguna de las inductancias de modulo es superior a la configurada. Revise via PowercommsV en la tarjeta SD si el aumento de temperatura es real o si fue un problema de ruido.,manual_hem3.pdf,366
F234,Thermal Bus Plus,Termico Bus Plus,Appears when the digital input connected to the Bus Plus cabinet thermal is activated. Visually verify that the equipment has the Bus Plus Advanced Backpack cabinet connected. Check via PowercommsV the LC contactor feedback.,Aparece cuando se activa la entrada digital conectada al termico del gabinete Bus Plus. Verifique visualmente que el equipo tenga conectado el gabinete Bus Plus Advanced Backpack. Revise via PowercommsV la retroalimentacion del contactor LC.,manual_hem3.pdf,377
F132,High voltage DC module,Alto voltaje modulo DC,The module has detected an overvoltage on the entire module bus. If the fault occurred while the unit was in night mode control check the Kp Vdc night and Ki Vdc night parameters.,El modulo ha detectado un sobrevoltaje en todo el bus del modulo. Si la falla ocurrio mientras la unidad estaba en control de modo nocturno verifique los parametros Kp Vdc night y Ki Vdc night.,manual_hem3.pdf,380
F101,Mod. measure DC,Medida DC modulo,The DC voltage measurement of the module is below the average of the central control board. Check continuity with 1500V multimeter between the host card and the corresponding bus.,La medida de tension DC del modulo esta por debajo de la media de la placa de control central. Compruebe la continuidad con un multimetro de 1500V entre la tarjeta host y el bus correspondiente.,manual_hem3.pdf,381
F2,HW Vbus,HW Vbus,The voltage measured on the DC channels has exceeded the threshold 1600Vdc. Check in PowerCommsV the fault history or in the SYS of the SD and resolve the fault related to the sudden opening.,El voltaje medido en los canales DC ha excedido el umbral de 1600Vdc. Revise en PowerCommsV el historial de fallas o en el SYS de la SD y resuelva la falla relacionada con la apertura repentina.,manual_hem3.pdf,391
F4,Discharge,Descarga,It has taken more than 60 seconds to go below 10 Vdc since it starts discharging the module buses. Technically check with 1500V multimeter the IGBT and replace any damaged IGBTs.,Ha tardado mas de 60 segundos en bajar de 10 Vdc desde que comienza a descargar los buses del modulo. Verifique tecnicamente con un multimetro de 1500V los IGBT y reemplace cualquier IGBT danado.,manual_hem3.pdf,394
F11,Active Anti-island,Anti-isla Activo,The active island detection algorithm has detected a possible island condition in the AC part of the network. Check in PowercommsV that the inverter parameterisation is set to its default value.,El algoritmo activo de deteccion de isla ha detectado una posible condicion de isla en la parte AC de la red. Verifique en PowercommsV que la parametrizacion del inversor este en su valor por defecto.,manual_hem3.pdf,395
F23,Unbalanced Vac,Vac Desequilibrado,There is an unbalance between phases greater than the protection of the inverter. Check in the SD card the Vac voltages read at the time of the fault. Check if the fault threshold has been configured to a minimum unbalance.,Existe un desequilibrio entre fases mayor a la proteccion del inversor. Revise en la tarjeta SD los voltajes Vac leidos en el momento de la falla. Verifique si el umbral de falla se ha configurado a un desequilibrio minimo.,manual_hem3.pdf,396
F43,Emergency stop,Parada de emergencia,Indicates that the emergency button has been pressed. Visually check whether the emergency button located on the control door has been pressed. Check via PowerCommsV the status of parameter DSP RJ22.,Indica que se ha pulsado el boton de emergencia. Compruebe visualmente si se ha pulsado el boton de emergencia situado en la puerta de control. Revise via PowerCommsV el estado del parametro DSP RJ22.,manual_hem3.pdf,404
F54,DU Overcurrent,Sobrecorriente DU,Overcurrent in one of the DU channels. Check by PowerCommsV the default value of the protection. Check that the input strings of the inverter have the shunt connected to the board.,Sobrecorriente en uno de los canales DU. Revise mediante PowerCommsV el valor por defecto de la proteccion. Compruebe que las cadenas de entrada del inversor tienen el shunt conectado a la tarjeta.,manual_hem3.pdf,407
F56,Remote emergency stop,Parada emergencia remota,The inverter has received an emergency stop from the customer via communications. If the F56 trips on a recurring basis check with the plant manager what actions are being taken to cause this to happen.,El inversor ha recibido una parada de emergencia por parte del cliente a traves de las comunicaciones. Si el F56 salta de forma recurrente consulte con el responsable de planta que acciones se estan llevando a cabo.,manual_hem3.pdf,410
F65,Overcurrent AC,Sobrecorriente AC,One of the AC currents of a module has exceeded the protection threshold. Check by PowerCommsV if the configured value of the current threshold is at its default value. Download the Blackbox file from the SD card after the failure.,Una de las corrientes de AC de un modulo ha excedido el umbral de proteccion. Revise mediante PowerCommsV si el valor configurado del umbral de corriente esta en su valor por defecto. Descargue el archivo Blackbox de la tarjeta SD despues del fallo.,manual_hem3.pdf,411
F86,Feedback breaker,Retroalimentacion seccionador,The DC switch disconnector is not closing or opening when required. Check in PowerCommsV the status of the DC disconnectors to locate the failed disconnector. Check the fault history if the emergency stop has been pressed.,El seccionador DC no cierra o abre cuando se requiere. Revise en PowerCommsV el estado de los seccionadores DC para localizar el fallido. Revise el historial de fallas si se ha pulsado la parada de emergencia.,manual_hem3.pdf,420
F98,Idc derivation,Derivacion Idc,The module has measured an average current greater in absolute value than configured in the DC current sensor. Check by PowerCommsV if the configured value of the current threshold is at its default value. Dismantle the power stage and check RJ45 connectors.,El modulo ha medido una corriente media superior en valor absoluto a la configurada en el sensor de corriente DC. Verifique por PowerCommsV si el valor configurado esta en su valor por defecto. Desmonte la etapa de potencia y revise conectores RJ45.,manual_hem3.pdf,429
F99,Mod. Iac derivation,Derivacion Iac Modulo,The module has measured a higher RMS current than configured in one of the AC sensors. Check by PowerCommsV if the configured value of the current threshold is at its default value. Dismantle the power stage and check RJ45 connectors.,El modulo ha medido una corriente RMS superior a la configurada en uno de los sensores de AC. Verifique por PowerCommsV si el valor configurado del umbral de corriente esta en su valor por defecto. Desmonte la etapa de potencia y revise conectores RJ45.,manual_hem3.pdf,439
F107,Iac not reached,Iac no alcanzado,The module FPGA shall trigger this fault if the output current does not exceed at least 50 percent of the reference current. Increase by PowerCommsV the parameters Min Vdc by +25V and Vac Hyst from 2 percent to 5 percent.,El FPGA del modulo activara esta falla si la corriente de salida no supera al menos el 50 por ciento de la corriente de referencia. Aumente mediante PowerCommsV los parametros Min Vdc en +25V y Vac Hyst del 2 por ciento al 5 por ciento.,manual_hem3.pdf,451
F128,Spring loaded,Resorte cargado,The spring of the DC switch disconnector is not charged when it should be. Check in PowerCommsV the status of the DC disconnectors to locate the failed disconnector. Check via PowerCommsV the fault history if the emergency stop was pressed.,El resorte del seccionador DC no esta cargado cuando deberia estarlo. Verifique en PowerCommsV el estado de los seccionadores DC para localizar el que fallo. Verifique via PowerCommsV el historial de fallas si se presiono la parada de emergencia.,manual_hem3.pdf,454
F161,LOTO AC,LOTO AC,The AC LOTOTO is activated and the inverter must be disconnected from AC and DC. Visually check the position of the AC selector located on the control door. Check in PowerCommsV the status of bit 1 corresponding to LOTO AC.,El LOTOTO de AC esta activado y el inversor debe estar desconectado de AC y DC. Verifique visualmente la posicion del selector de AC ubicado en la puerta de control. Revise en PowerCommsV el estado del bit 1 correspondiente a LOTO AC.,manual_hem3.pdf,464
F162,LOTO DC,LOTO DC,The DC LOTOTO is activated and the inverter must be disconnected from AC and DC. Visually check the position of the DC selector located on the control door. Check in PowerCommsV the status of bit 0 corresponding to LOTO DC.,El LOTOTO de DC esta activado y el inversor debe estar desconectado de AC y DC. Verifique visualmente la posicion del selector de DC ubicado en la puerta de control. Revise en PowerCommsV el estado del bit 0 correspondiente a LOTO DC.,manual_hem3.pdf,468
F163,WD MV Cell,WD Celda MT,The DSP has detected a WD failure of the MV switchgear. Check that the interconnection harting is correctly covered with the protective cap. Identify the manufacturer of the switchgear ORMAZABAL or SIEMENS.,El DSP ha detectado una falla WD de la celda de media tension. Verifique que el harting de interconexion este correctamente cubierto con la tapa protectora. Identifique el fabricante de la celda ORMAZABAL o SIEMENS.,manual_hem3.pdf,473
F166,E-STOP,E-STOP,The customer has triggered an emergency stop. Check whether the customer has an external emergency stop button connected to the terminals X35 5 3 and X35 5 4 of the user panel. Check continuity between pins of the input and output boards.,El cliente ha activado una parada de emergencia. Verifique si el cliente tiene un boton de parada de emergencia externo conectado a las terminales X35 5 3 y X35 5 4 del panel de usuario. Verifique la continuidad entre los pines de las tarjetas de entrada y salida.,manual_hem3.pdf,501
F167,Open DU,DU Abierta,The DC circuit breaker has been opened while the inverter is running during the day. Check by PowerCommsV that the inverter is configured correctly. Check in PowerCommsV the fault history or the Log SYS of the SD to determine the fault.,El disyuntor de DC ha sido abierto mientras el inversor esta en funcionamiento durante el dia. Verifique por PowerCommsV que el inversor este configurado correctamente. Verifique en PowerCommsV el historial de fallas o el Log SYS de la SD para determinar la falla.,manual_hem3.pdf,506
F169,LCL Feedback,Retroalimentacion LCL,Fault caused when the LCL capacitor contactor is activated and does not respond. Check continuity using a 1500V multimeter in resistivity mode between the pins. Manually force the contactor that has given failure from the front.,Falla causada cuando el contactor del capacitor LCL es activado y no responde. Verifique la continuidad usando un multimetro de 1500V en modo de resistividad entre los pines. Fuerce manualmente el contactor que ha dado falla desde el frente.,manual_hem3.pdf,507
F174,AC circuit breaker fb,Retroalimentacion disyuntor AC,Inconsistency between expected breaker status and backfeed readings. Visually check if there is any trip alarm activated on the circuit breaker relay. Check that there is no short-circuit between boards in the inductance zone.,Inconsistencia entre el estado esperado del disyuntor y las lecturas de retroalimentacion. Verifique visualmente si hay alguna alarma de disparo activada en el rele del disyuntor. Verifique que no haya cortocircuito entre las tarjetas en la zona de inductancia.,manual_hem3.pdf,520
F213,Negative DU current,Corriente negativa DU,When the DU current is below the negative current threshold value this fault is triggered. Check by PowerCommsV the default value of the protection. Check if the DCDC has been running while the inverter was stopped.,Cuando la corriente DU esta por debajo del valor umbral de corriente negativa se activa esta falla. Verifique mediante PowerCommsV el valor predeterminado de la proteccion. Verifique si el DCDC ha estado funcionando mientras el inversor estaba detenido.,manual_hem3.pdf,538
F214,IMD Comms,Comms IMD,Failure of fibre-optic communications with the isolation monitor device. Check in PowerCommsV if the value of Modbus Timeout 3 is different from that specified. Check the connection of the fibre optic cable between the central control board and the insulation monitor board.,Falla en las comunicaciones por fibra optica con el dispositivo monitor de aislamiento. Verifique en PowerCommsV si el valor de Modbus Timeout 3 es diferente al especificado. Verifique la conexion del cable de fibra optica entre la tarjeta de control central y la tarjeta del monitor de aislamiento.,manual_hem3.pdf,541
F215,Timeout GFDI,Tiempo agotado GFDI,Close or open order has been sent to GFDI the feedback does not match the action. Check in PowerCommsV the Timeout GFDI Retro. Check in PowerCommsV the status of the feedback. Check the connections between the GFDI and the insulation monitor board.,Orden de cierre o apertura ha sido enviada al GFDI la retroalimentacion no coincide con la accion. Verifique en PowerCommsV el Timeout GFDI Retro. Verifique en PowerCommsV el estado de la retroalimentacion. Verifique las conexiones entre el GFDI y la tarjeta del monitor de aislamiento.,manual_hem3.pdf,543
F216,Timeout IMI Meas,Tiempo agotado Medida IMI,The time set to wait for an earthed insulation measurement has expired. Consult in PowerCommsV the Measurement Timeout and verify that this parameter is as indicated in the parameterisation. Download via PowercommsV the SDs and check in Log SYS 2 the measurement time.,El tiempo establecido para esperar una medicion de aislamiento a tierra ha expirado. Consulte en PowerCommsV el Measurement Timeout y verifique que este parametro sea el indicado en la parametrizacion. Descargue via PowercommsV las SDs y verifique en Log SYS 2 el tiempo de medicion.,manual_hem3.pdf,557
F240,Du BP overcurrent,Sobrecorriente Du BP,Triggered when the sum of the measured currents in the DU channels exceeds the threshold and the device is not switching. Check by PowerCommsV the default value of the protection. Check if the DCDC has been running while the inverter was stopped.,Se activa cuando la suma de las corrientes medidas en los canales DU supera el umbral y el dispositivo no esta conmutando. Verifique mediante PowerCommsV el valor por defecto de la proteccion. Verifique si el DCDC ha estado funcionando mientras el inversor estaba detenido.,manual_hem3.pdf,565
F253,Imbalance V,Desequilibrio V,There is a voltage unbalance between busbars higher than the value set in the protection. Check in PowerCommsV that the device fault corresponds to the F253. Download the logs from the SD card and view the DC voltages of the batteries.,Existe un desequilibrio de voltaje entre barras superior al valor establecido en la proteccion. Verifique en PowerCommsV que la falla del dispositivo corresponde a F253. Descargue los registros de la tarjeta SD y vea los voltajes DC de las baterias.,manual_hem3.pdf,569
F255,BAT open detection,Deteccion bateria abierta,A sudden opening of the battery has been detected. Check by PowerCommsV the default value of the protection corresponding to battery opening. Check by PowerCommsV with the plant manager that the values corresponding to the busbar are appropriate.,Se ha detectado una apertura repentina de la bateria. Verifique mediante PowerCommsV el valor por defecto de la proteccion correspondiente a la apertura de bateria. Verifique mediante PowerCommsV con el gerente de planta que los valores correspondientes a la barra sean apropiados.,manual_hem3.pdf,575
F15,Synchronization,Sincronizacion,The equipment has detected that it is connected to an AC mains when it is configured to generate AC voltage. Check in PowerCommsV the parameter Grid within group SG4 Test mode and if its default value is Yes return to its default value.,El equipo ha detectado que esta conectado a una red de CA cuando esta configurado para generar voltaje de CA. Verifique en PowerCommsV el parametro Grid dentro del grupo SG4 Test mode y si su valor predeterminado es Yes devuelvalo a su valor predeterminado.,manual_hem3.pdf,582
F33,Unable reconnect,Incapaz de reconectar,After a network event when trying to activate the LVRT algorithm the modules have tried to restart N times without success. Check in PowerCommsV that the equipment fault corresponds to F33. Download in PowercommsV the logs from the SD card and view the states of the modules.,Despues de un evento de red al intentar activar el algoritmo LVRT los modulos han intentado reiniciarse N veces sin exito. Verifique en PowerCommsV que la falla del equipo corresponde a F33. Descargue en PowercommsV los registros de la tarjeta SD y vea los estados de los modulos.,manual_hem3.pdf,583
F104,PCB temperature,Temperatura PCB,A temperature has been reached on the PCB of one of the modules higher than the fault threshold set. From PowerCommsV verify that the module fault corresponds to F104. Check in PowercommsV in the SD the To reached by the module PCB.,Se ha alcanzado una temperatura en la PCB de uno de los modulos superior al umbral de falla establecido. Desde PowerCommsV verifique que la falla del modulo corresponde a F104. Verifique en PowercommsV en la SD la To alcanzada por la PCB del modulo.,manual_hem3.pdf,585
F171,Filter LC Current,Corriente Filtro LC,The equipment has detected that the current through filter C does not match to the theorical current. Check in PowerCommsV that the fault parameters configured in group G5.16 LC Filter are the default values. Check in PowerCommsV the number of capacitor banks.,El equipo ha detectado que la corriente a traves del filtro C no coincide con la corriente teorica. Verifique en PowerCommsV que los parametros de falla configurados en el grupo G5.16 Filtro LC sean los valores predeterminados. Verifique en PowerCommsV el numero de bancos de capacitores.,manual_hem3.pdf,590
F172,C LC Filter,Filtro C LC,The capacity that has been calculated with the filter current and voltage does not correspond to the theoretical capacity of the equipment. Check in PowerCommsV that the fault parameters configured in group G5.16 LC Filter are the default values. Check in PowerCommsV the number of capacitor banks.,La capacidad que se ha calculado con la corriente y voltaje del filtro no corresponde a la capacidad teorica del equipo. Verifique en PowerCommsV que los parametros de falla configurados en el grupo G5.16 Filtro LC sean los valores predeterminados. Verifique en PowerCommsV el numero de bancos de capacitores.,manual_hem3.pdf,596
F211,Intern Isolation,Aislamiento Interno,The inverter has detected in the AC channel of the IMD an insulation resistance value lower than the configured fault threshold. From PowercommsV verify that the equipment fault corresponds to F211. Check the fault threshold configured on the channel.,El inversor ha detectado en el canal de AC del IMD un valor de resistencia de aislamiento menor al umbral de falla configurado. Desde PowercommsV verifique que la falla del equipo corresponde a F211. Verifique el umbral de falla configurado en el canal.,manual_hem3.pdf,603
F212,Extern Isolation,Aislamiento Externo,The insulation monitoring has measured a resistance value on a DC channel lower than the fault threshold. From PowercommsV verify that the equipment fault corresponds to F212. Check the fault threshold configured on the channel.,El monitoreo de aislamiento ha medido un valor de resistencia en un canal de DC inferior al umbral de falla. Desde PowercommsV verifique que la falla del equipo corresponde a F212. Verifique el umbral de falla configurado en el canal.,manual_hem3.pdf,606
F28,Passive Anti-island,Anti-isla Pasivo,The passive island detection algorithm has detected a possible island condition in the AC part of the network. Check in PowercommsV that the inverter parameterisation is set to its default value.,El algoritmo pasivo de deteccion de isla ha detectado una posible condicion de isla en la parte AC de la red. Verifique en PowercommsV que la parametrizacion del inversor este en su valor por defecto.,manual_hem3.pdf,614
F95,Source PCB,Fuente PCB,The module FPGA has detected that the 24Vdc voltage has dropped below 22Vdc or the 15Vdc voltage has dropped below 14Vdc. Download the logs and the blackbox from the SD card after the failure and check if the 15Vdc voltage of the module has the correct value.,El FPGA del modulo ha detectado que el voltaje de 24Vdc ha caido por debajo de 22Vdc o el voltaje de 15Vdc ha caido por debajo de 14Vdc. Descargue los registros y el blackbox de la tarjeta SD despues de la falla y verifique si el voltaje de 15Vdc del modulo tiene el valor correcto.,manual_hem3.pdf,616
